task_number	 question_number	 questionnaire_name	 question_nameeeeeeeeeeeee	 question_response	 attempt	 study_name	 session_id
4	1	otherwords1	ow1choosert	68302	1	jiang.selfother1	10295131
4	2	otherwords1	ow1scale	5	1	jiang.selfother1	10295131
4	2	otherwords1	ow1scalert	15154	1	jiang.selfother1	10295131
4	3	otherwords1	ow1valmaple	6	1	jiang.selfother1	10295131
4	3	otherwords1	ow1valmaplert	8401	1	jiang.selfother1	10295131
4	4	otherwords1	ow1cogaffmaple	2	1	jiang.selfother1	10295131
4	4	otherwords1	ow1cogaffmaplert	16826	1	jiang.selfother1	10295131
4	5	otherwords1	ow1valoak	6	1	jiang.selfother1	10295131
4	5	otherwords1	ow1valoakrt	10800	1	jiang.selfother1	10295131
4	6	otherwords1	ow1cogaffoakrt	6819	1	jiang.selfother1	10295131
4	6	otherwords1	ow1cogaffoak	6	1	jiang.selfother1	10295131
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295131
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10295131
6	1003	iatselfcog	d	-0.06	1	jiang.selfother1	10295131
2	0	realstart	commitrt	28083	1	jiang.selfother1	10295150
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295150
4	1	selfimages1	si1choose	1	1	jiang.selfother1	10295150
4	1	selfimages1	si1choosert	36900	1	jiang.selfother1	10295150
4	2	selfimages1	si1scalert	8931	1	jiang.selfother1	10295150
4	2	selfimages1	si1scale	4	1	jiang.selfother1	10295150
4	3	selfimages1	si1valRichrt	6969	1	jiang.selfother1	10295150
4	3	selfimages1	si1valRich	4	1	jiang.selfother1	10295150
4	4	selfimages1	si1cogaffRichrt	20313	1	jiang.selfother1	10295150
4	4	selfimages1	si1cogaffRich	4	1	jiang.selfother1	10295150
4	5	selfimages1	si1valNorthrt	8516	1	jiang.selfother1	10295150
4	5	selfimages1	si1valNorth	5	1	jiang.selfother1	10295150
4	6	selfimages1	si1cogaffNorthrt	7746	1	jiang.selfother1	10295150
4	6	selfimages1	si1cogaffNorth	5	1	jiang.selfother1	10295150
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295150
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295150
6	1003	iatselfcog	d	-0.18	1	jiang.selfother1	10295150
2	0	realstart	commitrt	40389	1	jiang.selfother1	10295163
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295163
4	1	selfwords1	sw1choosert	92043	1	jiang.selfother1	10295163
4	1	selfwords1	sw1choose	1	1	jiang.selfother1	10295163
4	2	selfwords1	sw1scale	5	1	jiang.selfother1	10295163
4	2	selfwords1	sw1scalert	5650	1	jiang.selfother1	10295163
4	3	selfwords1	sw1valmaplert	6413	1	jiang.selfother1	10295163
4	3	selfwords1	sw1valmaple	6	1	jiang.selfother1	10295163
4	4	selfwords1	sw1cogaffmaplert	23492	1	jiang.selfother1	10295163
4	4	selfwords1	sw1cogaffmaple	3	1	jiang.selfother1	10295163
4	5	selfwords1	sw1valoakrt	4520	1	jiang.selfother1	10295163
4	5	selfwords1	sw1valoak	4	1	jiang.selfother1	10295163
4	6	selfwords1	sw1cogaffoakrt	14845	1	jiang.selfother1	10295163
4	6	selfwords1	sw1cogaffoak	3	1	jiang.selfother1	10295163
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295163
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10295163
6	1003	iatselfcog	d	0.31	1	jiang.selfother1	10295163
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295177
2	0	realstart	commitrt	32753	1	jiang.selfother1	10295177
4	1	otherwords1	ow1choosert	72345	1	jiang.selfother1	10295177
4	1	otherwords1	ow1choose	1	1	jiang.selfother1	10295177
4	2	otherwords1	ow1scale	5	1	jiang.selfother1	10295177
4	2	otherwords1	ow1scalert	20128	1	jiang.selfother1	10295177
4	3	otherwords1	ow1valmaplert	20271	1	jiang.selfother1	10295177
4	3	otherwords1	ow1valmaple	5	1	jiang.selfother1	10295177
4	4	otherwords1	ow1cogaffmaplert	28921	1	jiang.selfother1	10295177
4	4	otherwords1	ow1cogaffmaple	6	1	jiang.selfother1	10295177
4	5	otherwords1	ow1valoakrt	29365	1	jiang.selfother1	10295177
4	5	otherwords1	ow1valoak	7	1	jiang.selfother1	10295177
4	6	otherwords1	ow1cogaffoakrt	37795	1	jiang.selfother1	10295177
4	6	otherwords1	ow1cogaffoak	7	1	jiang.selfother1	10295177
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10295177
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295177
6	1003	iatselfcog	d	-0.34	1	jiang.selfother1	10295177
2	0	realstart	commitrt	145756	1	jiang.selfother1	10295190
2	0	realstart	commit	"I will complete this study with my full attention." and press "Submit".	1	jiang.selfother1	10295190
4	1	selfimages2	si2choosert	37256	1	jiang.selfother1	10295190
4	1	selfimages2	si2choose	1	1	jiang.selfother1	10295190
4	2	selfimages2	si2scalert	14827	1	jiang.selfother1	10295190
4	2	selfimages2	si2scale	4	1	jiang.selfother1	10295190
4	3	selfimages2	si2valNorthrt	9792	1	jiang.selfother1	10295190
4	3	selfimages2	si2valNorth	3	1	jiang.selfother1	10295190
4	4	selfimages2	si2cogaffNorthrt	32731	1	jiang.selfother1	10295190
4	4	selfimages2	si2cogaffNorth	6	1	jiang.selfother1	10295190
4	5	selfimages2	si2valRichrt	27673	1	jiang.selfother1	10295190
4	5	selfimages2	si2valRich	5	1	jiang.selfother1	10295190
4	6	selfimages2	si2cogaffRichrt	5093	1	jiang.selfother1	10295190
4	6	selfimages2	si2cogaffRich	3	1	jiang.selfother1	10295190
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10295190
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295190
6	1003	iatselfcog	d	-0.56	1	jiang.selfother1	10295190
2	0	realstart	commitrt	33397	1	jiang.selfother1	10295203
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295203
4	1	selfwords2	sw2choosert	798512	1	jiang.selfother1	10295203
4	1	selfwords2	sw2choose	2	1	jiang.selfother1	10295203
4	2	selfwords2	sw2scalert	6171	1	jiang.selfother1	10295203
4	2	selfwords2	sw2scale	3	1	jiang.selfother1	10295203
4	3	selfwords2	sw2valoakrt	4595	1	jiang.selfother1	10295203
4	3	selfwords2	sw2valoak	4	1	jiang.selfother1	10295203
4	4	selfwords2	sw2cogaffoak	5	1	jiang.selfother1	10295203
4	4	selfwords2	sw2cogaffoakrt	11831	1	jiang.selfother1	10295203
4	5	selfwords2	sw2valmaplert	4595	1	jiang.selfother1	10295203
4	5	selfwords2	sw2valmaple	6	1	jiang.selfother1	10295203
4	6	selfwords2	sw2cogaffmaplert	2761	1	jiang.selfother1	10295203
4	6	selfwords2	sw2cogaffmaple	4	1	jiang.selfother1	10295203
2	0	realstart	commitrt	25890	1	jiang.selfother1	10295205
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295205
4	1	selfimages1	si1choosert	38692	1	jiang.selfother1	10295205
4	1	selfimages1	si1choose	1	1	jiang.selfother1	10295205
4	2	selfimages1	si1scalert	12043	1	jiang.selfother1	10295205
4	2	selfimages1	si1scale	5	1	jiang.selfother1	10295205
4	3	selfimages1	si1valRichrt	13708	1	jiang.selfother1	10295205
4	3	selfimages1	si1valRich	7	1	jiang.selfother1	10295205
4	4	selfimages1	si1cogaffRichrt	29251	1	jiang.selfother1	10295205
4	4	selfimages1	si1cogaffRich	3	1	jiang.selfother1	10295205
4	5	selfimages1	si1valNorthrt	13236	1	jiang.selfother1	10295205
4	5	selfimages1	si1valNorth	7	1	jiang.selfother1	10295205
4	6	selfimages1	si1cogaffNorthrt	15116	1	jiang.selfother1	10295205
4	6	selfimages1	si1cogaffNorth	7	1	jiang.selfother1	10295205
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10295205
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10295205
6	1003	iatselfcog	d	-0.12	1	jiang.selfother1	10295205
2	0	realstart	commitrt	49872	1	jiang.selfother1	10295216
2	0	realstart	commit	I wil complete this study with my full attention	1	jiang.selfother1	10295216
4	1	selfwords2	sw2choose	2	1	jiang.selfother1	10295216
4	1	selfwords2	sw2choosert	60208	1	jiang.selfother1	10295216
4	2	selfwords2	sw2scalert	15326	1	jiang.selfother1	10295216
4	2	selfwords2	sw2scale	2	1	jiang.selfother1	10295216
4	3	selfwords2	sw2valoakrt	18017	1	jiang.selfother1	10295216
4	3	selfwords2	sw2valoak	7	1	jiang.selfother1	10295216
4	4	selfwords2	sw2cogaffoakrt	18191	1	jiang.selfother1	10295216
4	4	selfwords2	sw2cogaffoak	7	1	jiang.selfother1	10295216
4	5	selfwords2	sw2valmaplert	9359	1	jiang.selfother1	10295216
4	5	selfwords2	sw2valmaple	7	1	jiang.selfother1	10295216
4	6	selfwords2	sw2cogaffmaplert	17579	1	jiang.selfother1	10295216
4	6	selfwords2	sw2cogaffmaple	2	1	jiang.selfother1	10295216
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295216
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10295216
6	1003	iatselfcog	d	0.02	1	jiang.selfother1	10295216
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295221
2	0	realstart	commitrt	33911	1	jiang.selfother1	10295221
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295255
2	0	realstart	commitrt	40401	1	jiang.selfother1	10295255
4	1	selfimages1	si1choosert	22366	1	jiang.selfother1	10295255
4	1	selfimages1	si1choose	2	1	jiang.selfother1	10295255
4	2	selfimages1	si1scalert	14156	1	jiang.selfother1	10295255
4	2	selfimages1	si1scale	2	1	jiang.selfother1	10295255
4	3	selfimages1	si1valRich	4	1	jiang.selfother1	10295255
4	3	selfimages1	si1valRichrt	13380	1	jiang.selfother1	10295255
4	4	selfimages1	si1cogaffRichrt	31464	1	jiang.selfother1	10295255
4	4	selfimages1	si1cogaffRich	4	1	jiang.selfother1	10295255
4	5	selfimages1	si1valNorth	7	1	jiang.selfother1	10295255
4	5	selfimages1	si1valNorthrt	8621	1	jiang.selfother1	10295255
4	6	selfimages1	si1cogaffNorthrt	6028	1	jiang.selfother1	10295255
4	6	selfimages1	si1cogaffNorth	5	1	jiang.selfother1	10295255
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295255
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295255
6	1003	iatselfcog	d	-0.62	1	jiang.selfother1	10295255
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295257
2	0	realstart	commitrt	28422	1	jiang.selfother1	10295257
4	1	selfwords2	sw2choosert	41267	1	jiang.selfother1	10295257
4	1	selfwords2	sw2choose	2	1	jiang.selfother1	10295257
4	2	selfwords2	sw2scalert	12747	1	jiang.selfother1	10295257
4	2	selfwords2	sw2scale	2	1	jiang.selfother1	10295257
4	3	selfwords2	sw2valoak	3	1	jiang.selfother1	10295257
4	3	selfwords2	sw2valoakrt	17406	1	jiang.selfother1	10295257
4	4	selfwords2	sw2cogaffoakrt	12790	1	jiang.selfother1	10295257
4	4	selfwords2	sw2cogaffoak	6	1	jiang.selfother1	10295257
4	5	selfwords2	sw2valmaple	5	1	jiang.selfother1	10295257
4	5	selfwords2	sw2valmaplert	12761	1	jiang.selfother1	10295257
4	6	selfwords2	sw2cogaffmaplert	11241	1	jiang.selfother1	10295257
4	6	selfwords2	sw2cogaffmaple	5	1	jiang.selfother1	10295257
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10295257
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10295257
6	1003	iatselfcog	d	-0.01	1	jiang.selfother1	10295257
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295259
2	0	realstart	commitrt	15194	1	jiang.selfother1	10295259
4	1	otherwords1	ow1choosert	46993	1	jiang.selfother1	10295259
4	1	otherwords1	ow1choose	1	1	jiang.selfother1	10295259
4	2	otherwords1	ow1scale	5	1	jiang.selfother1	10295259
4	2	otherwords1	ow1scalert	7024	1	jiang.selfother1	10295259
4	3	otherwords1	ow1valmaple	7	1	jiang.selfother1	10295259
4	3	otherwords1	ow1valmaplert	6897	1	jiang.selfother1	10295259
4	4	otherwords1	ow1cogaffmaple	2	1	jiang.selfother1	10295259
4	4	otherwords1	ow1cogaffmaplert	10486	1	jiang.selfother1	10295259
4	5	otherwords1	ow1valoakrt	11690	1	jiang.selfother1	10295259
4	5	otherwords1	ow1valoak	5	1	jiang.selfother1	10295259
4	6	otherwords1	ow1cogaffoak	5	1	jiang.selfother1	10295259
4	6	otherwords1	ow1cogaffoakrt	2418	1	jiang.selfother1	10295259
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295259
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10295259
6	1003	iatselfcog	d	0.59	1	jiang.selfother1	10295259
2	0	realstart	commitrt	29770	1	jiang.selfother1	10295267
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295267
4	1	otherwords2	ow2choose	2	1	jiang.selfother1	10295267
4	1	otherwords2	ow2choosert	62264	1	jiang.selfother1	10295267
4	2	otherwords2	ow2scalert	6895	1	jiang.selfother1	10295267
4	2	otherwords2	ow2scale	2	1	jiang.selfother1	10295267
4	3	otherwords2	ow2valoakrt	12093	1	jiang.selfother1	10295267
4	3	otherwords2	ow2valoak	5	1	jiang.selfother1	10295267
4	4	otherwords2	ow2cogaffoakrt	21772	1	jiang.selfother1	10295267
4	4	otherwords2	ow2cogaffoak	6	1	jiang.selfother1	10295267
4	5	otherwords2	ow2valmaplert	10385	1	jiang.selfother1	10295267
4	5	otherwords2	ow2valmaple	6	1	jiang.selfother1	10295267
4	6	otherwords2	ow2cogaffmaplert	14485	1	jiang.selfother1	10295267
4	6	otherwords2	ow2cogaffmaple	3	1	jiang.selfother1	10295267
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295267
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10295267
6	1003	iatselfcog	d	0.34	1	jiang.selfother1	10295267
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295286
2	0	realstart	commitrt	24564	1	jiang.selfother1	10295286
4	1	otherwords1	ow1choosert	82580	1	jiang.selfother1	10295286
4	1	otherwords1	ow1choose	1	1	jiang.selfother1	10295286
4	2	otherwords1	ow1scale	4	1	jiang.selfother1	10295286
4	2	otherwords1	ow1scalert	15439	1	jiang.selfother1	10295286
4	3	otherwords1	ow1valmaple	7	1	jiang.selfother1	10295286
4	3	otherwords1	ow1valmaplert	14054	1	jiang.selfother1	10295286
4	4	otherwords1	ow1cogaffmaplert	17478	1	jiang.selfother1	10295286
4	4	otherwords1	ow1cogaffmaple	2	1	jiang.selfother1	10295286
4	5	otherwords1	ow1valoak	6	1	jiang.selfother1	10295286
4	5	otherwords1	ow1valoakrt	8272	1	jiang.selfother1	10295286
4	6	otherwords1	ow1cogaffoak	6	1	jiang.selfother1	10295286
4	6	otherwords1	ow1cogaffoakrt	15640	1	jiang.selfother1	10295286
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295286
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295286
6	1003	iatselfcog	d	-0.62	1	jiang.selfother1	10295286
2	0	realstart	commitrt	76671	1	jiang.selfother1	10295287
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295287
4	1	selfimages1	si1choosert	24325	1	jiang.selfother1	10295287
4	1	selfimages1	si1choose	1	1	jiang.selfother1	10295287
4	2	selfimages1	si1scalert	9764	1	jiang.selfother1	10295287
4	2	selfimages1	si1scale	1	1	jiang.selfother1	10295287
4	3	selfimages1	si1valRichrt	16773	1	jiang.selfother1	10295287
4	3	selfimages1	si1valRich	7	1	jiang.selfother1	10295287
4	4	selfimages1	si1cogaffRichrt	17734	1	jiang.selfother1	10295287
4	4	selfimages1	si1cogaffRich	1	1	jiang.selfother1	10295287
4	5	selfimages1	si1valNorthrt	10815	1	jiang.selfother1	10295287
4	5	selfimages1	si1valNorth	7	1	jiang.selfother1	10295287
4	6	selfimages1	si1cogaffNorth	7	1	jiang.selfother1	10295287
4	6	selfimages1	si1cogaffNorthrt	4076	1	jiang.selfother1	10295287
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295287
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10295287
6	1003	iatselfcog	d	0.53	1	jiang.selfother1	10295287
2	0	realstart	commitrt	34911	1	jiang.selfother1	10295288
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295288
4	1	otherimages1	oi1choose	1	1	jiang.selfother1	10295288
4	1	otherimages1	oi1choosert	21394	1	jiang.selfother1	10295288
4	2	otherimages1	oi1scale	5	1	jiang.selfother1	10295288
4	2	otherimages1	oi1scalert	10207	1	jiang.selfother1	10295288
4	3	otherimages1	oi1valRich	6	1	jiang.selfother1	10295288
4	3	otherimages1	oi1valRichrt	12001	1	jiang.selfother1	10295288
4	4	otherimages1	oi1cogaffRichrt	17174	1	jiang.selfother1	10295288
4	4	otherimages1	oi1cogaffRich	5	1	jiang.selfother1	10295288
4	5	otherimages1	oi1valNorthrt	5835	1	jiang.selfother1	10295288
4	5	otherimages1	oi1valNorth	5	1	jiang.selfother1	10295288
4	6	otherimages1	oi1cogaffNorthrt	4993	1	jiang.selfother1	10295288
4	6	otherimages1	oi1cogaffNorth	3	1	jiang.selfother1	10295288
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10295288
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295288
6	1003	iatselfcog	d	-0.46	1	jiang.selfother1	10295288
2	0	realstart	commitrt	57272	1	jiang.selfother1	10295290
2	0	realstart	commit	I will complete this study with my full attention."	1	jiang.selfother1	10295290
4	1	otherwords1	ow1choose	2	1	jiang.selfother1	10295290
4	1	otherwords1	ow1choosert	37139	1	jiang.selfother1	10295290
4	2	otherwords1	ow1scale	2	1	jiang.selfother1	10295290
4	2	otherwords1	ow1scalert	17060	1	jiang.selfother1	10295290
4	3	otherwords1	ow1valmaple	6	1	jiang.selfother1	10295290
4	3	otherwords1	ow1valmaplert	18373	1	jiang.selfother1	10295290
4	4	otherwords1	ow1cogaffmaplert	21168	1	jiang.selfother1	10295290
4	4	otherwords1	ow1cogaffmaple	6	1	jiang.selfother1	10295290
4	5	otherwords1	ow1valoakrt	7762	1	jiang.selfother1	10295290
4	5	otherwords1	ow1valoak	6	1	jiang.selfother1	10295290
4	6	otherwords1	ow1cogaffoakrt	5398	1	jiang.selfother1	10295290
4	6	otherwords1	ow1cogaffoak	6	1	jiang.selfother1	10295290
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295290
6	1002	iatselfcog	feedback	There were not enough trials to determine a result.	1	jiang.selfother1	10295290
6	1003	iatselfcog	d	null	1	jiang.selfother1	10295290
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295297
2	0	realstart	commitrt	215472	1	jiang.selfother1	10295297
4	1	otherimages2	oi2choose	2	1	jiang.selfother1	10295297
4	1	otherimages2	oi2choosert	106491	1	jiang.selfother1	10295297
4	2	otherimages2	oi2scale	1	1	jiang.selfother1	10295297
4	2	otherimages2	oi2scalert	28856	1	jiang.selfother1	10295297
4	3	otherimages2	oi2valNorth	6	1	jiang.selfother1	10295297
4	3	otherimages2	oi2valNorthrt	18550	1	jiang.selfother1	10295297
4	4	otherimages2	oi2cogaffNorthrt	91857	1	jiang.selfother1	10295297
4	4	otherimages2	oi2cogaffNorth	1	1	jiang.selfother1	10295297
4	5	otherimages2	oi2valRich	6	1	jiang.selfother1	10295297
4	5	otherimages2	oi2valRichrt	17106	1	jiang.selfother1	10295297
4	6	otherimages2	oi2cogaffRich	7	1	jiang.selfother1	10295297
4	6	otherimages2	oi2cogaffRichrt	41676	1	jiang.selfother1	10295297
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295297
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295297
6	1003	iatselfcog	d	-0.53	1	jiang.selfother1	10295297
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295298
2	0	realstart	commitrt	25929	1	jiang.selfother1	10295298
2	0	realstart	commitrt	23928	1	jiang.selfother1	10295301
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295301
4	1	otherwords1	ow1choosert	47106	1	jiang.selfother1	10295301
4	1	otherwords1	ow1choose	1	1	jiang.selfother1	10295301
4	2	otherwords1	ow1scalert	5970	1	jiang.selfother1	10295301
4	2	otherwords1	ow1scale	4	1	jiang.selfother1	10295301
4	3	otherwords1	ow1valmaple	6	1	jiang.selfother1	10295301
4	3	otherwords1	ow1valmaplert	5001	1	jiang.selfother1	10295301
4	4	otherwords1	ow1cogaffmaplert	7386	1	jiang.selfother1	10295301
4	4	otherwords1	ow1cogaffmaple	5	1	jiang.selfother1	10295301
4	5	otherwords1	ow1valoakrt	3742	1	jiang.selfother1	10295301
4	5	otherwords1	ow1valoak	3	1	jiang.selfother1	10295301
4	6	otherwords1	ow1cogaffoak	5	1	jiang.selfother1	10295301
4	6	otherwords1	ow1cogaffoakrt	11204	1	jiang.selfother1	10295301
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295301
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10295301
6	1003	iatselfcog	d	0.28	1	jiang.selfother1	10295301
2	0	realstart	commitrt	22402	1	jiang.selfother1	10295308
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295308
4	1	otherwords2	ow2choosert	50372	1	jiang.selfother1	10295308
4	1	otherwords2	ow2choose	1	1	jiang.selfother1	10295308
4	2	otherwords2	ow2scalert	10717	1	jiang.selfother1	10295308
4	2	otherwords2	ow2scale	6	1	jiang.selfother1	10295308
4	3	otherwords2	ow2valoak	5	1	jiang.selfother1	10295308
4	3	otherwords2	ow2valoakrt	9645	1	jiang.selfother1	10295308
4	4	otherwords2	ow2cogaffoakrt	16091	1	jiang.selfother1	10295308
4	4	otherwords2	ow2cogaffoak	6	1	jiang.selfother1	10295308
4	5	otherwords2	ow2valmaple	6	1	jiang.selfother1	10295308
4	5	otherwords2	ow2valmaplert	29696	1	jiang.selfother1	10295308
4	6	otherwords2	ow2cogaffmaplert	26550	1	jiang.selfother1	10295308
4	6	otherwords2	ow2cogaffmaple	2	1	jiang.selfother1	10295308
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295308
6	1002	iatselfcog	feedback	Your data suggest a strong automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10295308
6	1003	iatselfcog	d	0.69	1	jiang.selfother1	10295308
2	0	realstart	commitrt	16783	1	jiang.selfother1	10295312
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295312
4	1	selfimages2	si2choosert	25674	1	jiang.selfother1	10295312
4	1	selfimages2	si2choose	1	1	jiang.selfother1	10295312
4	2	selfimages2	si2scalert	11208	1	jiang.selfother1	10295312
4	2	selfimages2	si2scale	4	1	jiang.selfother1	10295312
4	3	selfimages2	si2valNorth	4	1	jiang.selfother1	10295312
4	3	selfimages2	si2valNorthrt	7610	1	jiang.selfother1	10295312
4	4	selfimages2	si2cogaffNorthrt	16527	1	jiang.selfother1	10295312
4	4	selfimages2	si2cogaffNorth	6	1	jiang.selfother1	10295312
4	5	selfimages2	si2valRich	4	1	jiang.selfother1	10295312
4	5	selfimages2	si2valRichrt	8867	1	jiang.selfother1	10295312
4	6	selfimages2	si2cogaffRichrt	5671	1	jiang.selfother1	10295312
4	6	selfimages2	si2cogaffRich	3	1	jiang.selfother1	10295312
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295312
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295312
6	1003	iatselfcog	d	-0.27	1	jiang.selfother1	10295312
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295327
2	0	realstart	commitrt	39253	1	jiang.selfother1	10295327
4	1	otherimages1	oi1choose	1	1	jiang.selfother1	10295327
4	1	otherimages1	oi1choosert	26623	1	jiang.selfother1	10295327
4	2	otherimages1	oi1scalert	11933	1	jiang.selfother1	10295327
4	2	otherimages1	oi1scale	5	1	jiang.selfother1	10295327
4	3	otherimages1	oi1valRich	7	1	jiang.selfother1	10295327
4	3	otherimages1	oi1valRichrt	8418	1	jiang.selfother1	10295327
4	4	otherimages1	oi1cogaffRich	1	1	jiang.selfother1	10295327
4	4	otherimages1	oi1cogaffRichrt	23117	1	jiang.selfother1	10295327
4	5	otherimages1	oi1valNorthrt	6198	1	jiang.selfother1	10295327
4	5	otherimages1	oi1valNorth	7	1	jiang.selfother1	10295327
4	6	otherimages1	oi1cogaffNorth	7	1	jiang.selfother1	10295327
4	6	otherimages1	oi1cogaffNorthrt	6354	1	jiang.selfother1	10295327
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10295327
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295327
6	1003	iatselfcog	d	-0.55	1	jiang.selfother1	10295327
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295328
2	0	realstart	commitrt	35543	1	jiang.selfother1	10295328
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295329
2	0	realstart	commitrt	38182	1	jiang.selfother1	10295329
4	1	otherwords1	ow1choosert	67398	1	jiang.selfother1	10295329
4	1	otherwords1	ow1choose	1	1	jiang.selfother1	10295329
4	2	otherwords1	ow1scalert	9530	1	jiang.selfother1	10295329
4	2	otherwords1	ow1scale	5	1	jiang.selfother1	10295329
4	3	otherwords1	ow1valmaplert	9498	1	jiang.selfother1	10295329
4	3	otherwords1	ow1valmaple	6	1	jiang.selfother1	10295329
4	4	otherwords1	ow1cogaffmaplert	17932	1	jiang.selfother1	10295329
4	4	otherwords1	ow1cogaffmaple	2	1	jiang.selfother1	10295329
4	5	otherwords1	ow1valoak	6	1	jiang.selfother1	10295329
4	5	otherwords1	ow1valoakrt	5615	1	jiang.selfother1	10295329
